point_uid,match_id,player1,player2,set_no,game_no,point_no,elapsed_time,rally_count,p1_score,p2_score,p1_break_pt,p2_break_pt,is_tiebreak_like,pressure_score,pressure_band,point_victor
2023-wimbledon-1316_S3_G7_P127,2023-wimbledon-1316,Stan Wawrinka,Novak Djokovic,3,7,127,01:32:05,1,0,40,0,0,0,1.1,medium,2
2023-wimbledon-1316_S3_G8_P128,2023-wimbledon-1316,Stan Wawrinka,Novak Djokovic,3,8,128,01:33:44,9,0,0,0,0,0,0.9,medium,1
2023-wimbledon-1316_S3_G8_P129,2023-wimbledon-1316,Stan Wawrinka,Novak Djokovic,3,8,129,01:35:01,6,15,0,0,0,0,0.6000000000000001,medium,2
2023-wimbledon-1316_S3_G8_P130,2023-wimbledon-1316,Stan Wawrinka,Novak Djokovic,3,8,130,01:35:44,1,15,15,0,0,0,0.1,low,1
2023-wimbledon-1316_S3_G8_P131,2023-wimbledon-1316,Stan Wawrinka,Novak Djokovic,3,8,131,01:36:11,7,30,15,0,0,0,0.7000000000000001,medium,1
2023-wimbledon-1316_S3_G8_P132,2023-wimbledon-1316,Stan Wawrinka,Novak Djokovic,3,8,132,01:36:56,1,40,15,0,0,0,1.1,medium,1
2023-wimbledon-1316_S3_G9_P133,2023-wimbledon-1316,Stan Wawrinka,Novak Djokovic,3,9,133,01:37:37,5,0,0,0,0,0,0.5,low,2
2023-wimbledon-1316_S3_G9_P134,2023-wimbledon-1316,Stan Wawrinka,Novak Djokovic,3,9,134,01:38:08,2,0,15,0,0,0,0.2,low,1
2023-wimbledon-1316_S3_G9_P135,2023-wimbledon-1316,Stan Wawrinka,Novak Djokovic,3,9,135,01:38:58,1,15,15,0,0,0,0.1,low,2
2023-wimbledon-1316_S3_G9_P136,2023-wimbledon-1316,Stan Wawrinka,Novak Djokovic,3,9,136,01:39:22,9,15,30,0,0,0,0.9,medium,2
2023-wimbledon-1316_S3_G9_P137,2023-wimbledon-1316,Stan Wawrinka,Novak Djokovic,3,9,137,01:40:16,11,15,40,0,0,0,2.1,high,2
2023-wimbledon-1316_S3_G10_P138,2023-wimbledon-1316,Stan Wawrinka,Novak Djokovic,3,10,138,01:42:22,1,0,0,0,0,0,0.1,low,1
2023-wimbledon-1316_S3_G10_P139,2023-wimbledon-1316,Stan Wawrinka,Novak Djokovic,3,10,139,01:42:41,1,15,0,0,0,0,0.1,low,1
2023-wimbledon-1316_S3_G10_P140,2023-wimbledon-1316,Stan Wawrinka,Novak Djokovic,3,10,140,01:43:01,3,30,0,0,0,0,0.30000000000000004,low,1
2023-wimbledon-1316_S3_G10_P141,2023-wimbledon-1316,Stan Wawrinka,Novak Djokovic,3,10,141,01:43:35,1,40,0,0,0,0,1.1,medium,1
2023-wimbledon-1316_S3_G11_P142,2023-wimbledon-1316,Stan Wawrinka,Novak Djokovic,3,11,142,01:44:09,3,0,0,0,0,0,0.30000000000000004,low,2
2023-wimbledon-1316_S3_G11_P143,2023-wimbledon-1316,Stan Wawrinka,Novak Djokovic,3,11,143,01:45:05,7,0,15,0,0,0,0.7000000000000001,medium,2
2023-wimbledon-1316_S3_G11_P144,2023-wimbledon-1316,Stan Wawrinka,Novak Djokovic,3,11,144,01:45:30,1,0,30,0,0,0,0.1,low,2
2023-wimbledon-1316_S3_G11_P145,2023-wimbledon-1316,Stan Wawrinka,Novak Djokovic,3,11,145,01:46:11,3,0,40,0,0,0,1.3,medium,2
2023-wimbledon-1316_S3_G12_P146,2023-wimbledon-1316,Stan Wawrinka,Novak Djokovic,3,12,146,01:48:22,3,0,0,0,0,0,0.30000000000000004,low,1
2023-wimbledon-1316_S3_G12_P147,2023-wimbledon-1316,Stan Wawrinka,Novak Djokovic,3,12,147,01:49:02,1,15,0,0,0,0,0.1,low,1
2023-wimbledon-1316_S3_G12_P148,2023-wimbledon-1316,Stan Wawrinka,Novak Djokovic,3,12,148,01:49:27,2,30,0,0,0,0,0.2,low,2
2023-wimbledon-1316_S3_G12_P149,2023-wimbledon-1316,Stan Wawrinka,Novak Djokovic,3,12,149,01:50:04,1,30,15,0,0,0,0.1,low,1
2023-wimbledon-1316_S3_G12_P150,2023-wimbledon-1316,Stan Wawrinka,Novak Djokovic,3,12,150,01:50:38,2,40,15,0,0,0,1.2,medium,2
2023-wimbledon-1316_S3_G12_P151,2023-wimbledon-1316,Stan Wawrinka,Novak Djokovic,3,12,151,01:51:18,6,40,30,0,0,0,1.6,high,2
2023-wimbledon-1316_S3_G12_P152,2023-wimbledon-1316,Stan Wawrinka,Novak Djokovic,3,12,152,01:52:14,15,40,40,0,0,0,2.5,high,1
2023-wimbledon-1316_S3_G12_P153,2023-wimbledon-1316,Stan Wawrinka,Novak Djokovic,3,12,153,01:53:22,8,AD,40,0,0,0,1.8,high,2
2023-wimbledon-1316_S3_G12_P154,2023-wimbledon-1316,Stan Wawrinka,Novak Djokovic,3,12,154,01:54:02,1,40,40,0,0,0,1.1,medium,1
2023-wimbledon-1316_S3_G12_P155,2023-wimbledon-1316,Stan Wawrinka,Novak Djokovic,3,12,155,01:54:50,7,AD,40,0,0,0,1.7000000000000002,high,1
2023-wimbledon-1316_S3_G13_P156,2023-wimbledon-1316,Stan Wawrinka,Novak Djokovic,3,13,156,01:56:10,5,0,0,0,0,1,1.25,medium,2
2023-wimbledon-1316_S3_G13_P157,2023-wimbledon-1316,Stan Wawrinka,Novak Djokovic,3,13,157,01:56:53,1,0,1,0,0,1,0.85,medium,1
2023-wimbledon-1316_S3_G13_P158,2023-wimbledon-1316,Stan Wawrinka,Novak Djokovic,3,13,158,01:57:25,6,1,1,0,0,1,1.35,medium,2
2023-wimbledon-1316_S3_G13_P159,2023-wimbledon-1316,Stan Wawrinka,Novak Djokovic,3,13,159,01:58:27,7,1,2,0,0,1,1.4500000000000002,medium,2
2023-wimbledon-1316_S3_G13_P160,2023-wimbledon-1316,Stan Wawrinka,Novak Djokovic,3,13,160,01:59:29,12,1,3,0,0,1,1.9500000000000002,high,1
2023-wimbledon-1316_S3_G13_P161,2023-wimbledon-1316,Stan Wawrinka,Novak Djokovic,3,13,161,02:00:41,3,2,3,0,0,1,1.05,medium,1
2023-wimbledon-1316_S3_G13_P162,2023-wimbledon-1316,Stan Wawrinka,Novak Djokovic,3,13,162,02:01:53,3,3,3,0,0,1,1.05,medium,1
2023-wimbledon-1316_S3_G13_P163,2023-wimbledon-1316,Stan Wawrinka,Novak Djokovic,3,13,163,02:02:46,4,4,3,0,0,1,1.15,medium,1
2023-wimbledon-1316_S3_G13_P164,2023-wimbledon-1316,Stan Wawrinka,Novak Djokovic,3,13,164,02:03:22,9,5,3,0,0,1,1.65,high,2
2023-wimbledon-1316_S3_G13_P165,2023-wimbledon-1316,Stan Wawrinka,Novak Djokovic,3,13,165,02:04:48,4,5,4,0,0,1,1.15,medium,2
2023-wimbledon-1316_S3_G13_P166,2023-wimbledon-1316,Stan Wawrinka,Novak Djokovic,3,13,166,02:05:44,2,5,5,0,0,1,0.95,medium,2
2023-wimbledon-1316_S3_G13_P167,2023-wimbledon-1316,Stan Wawrinka,Novak Djokovic,3,13,167,02:06:59,5,5,6,0,0,1,1.25,medium,2
2023-wimbledon-1401_S1_G1_P1,2023-wimbledon-1401,Carlos Alcaraz,Matteo Berrettini,1,1,1,00:00:00,6,0,0,0,0,0,0.6000000000000001,medium,1
2023-wimbledon-1401_S1_G1_P2,2023-wimbledon-1401,Carlos Alcaraz,Matteo Berrettini,1,1,2,00:00:47,2,15,0,0,0,0,0.2,low,1
2023-wimbledon-1401_S1_G1_P3,2023-wimbledon-1401,Carlos Alcaraz,Matteo Berrettini,1,1,3,00:01:27,1,30,0,0,0,0,0.1,low,2
2023-wimbledon-1401_S1_G1_P4,2023-wimbledon-1401,Carlos Alcaraz,Matteo Berrettini,1,1,4,00:01:50,2,30,15,0,0,0,0.2,low,1
2023-wimbledon-1401_S1_G1_P5,2023-wimbledon-1401,Carlos Alcaraz,Matteo Berrettini,1,1,5,00:02:20,3,40,15,1,0,0,3.3,extreme,2
2023-wimbledon-1401_S1_G1_P6,2023-wimbledon-1401,Carlos Alcaraz,Matteo Berrettini,1,1,6,00:03:11,5,40,30,1,0,0,3.5,extreme,2
2023-wimbledon-1401_S1_G1_P7,2023-wimbledon-1401,Carlos Alcaraz,Matteo Berrettini,1,1,7,00:03:59,1,40,40,0,0,0,1.1,medium,2
2023-wimbledon-1401_S1_G1_P8,2023-wimbledon-1401,Carlos Alcaraz,Matteo Berrettini,1,1,8,00:04:24,5,40,AD,0,0,0,1.5,medium,2
2023-wimbledon-1401_S1_G2_P9,2023-wimbledon-1401,Carlos Alcaraz,Matteo Berrettini,1,2,9,00:05:39,4,0,0,0,0,0,0.4,low,2
2023-wimbledon-1401_S1_G2_P10,2023-wimbledon-1401,Carlos Alcaraz,Matteo Berrettini,1,2,10,00:06:21,1,0,15,0,0,0,0.1,low,1
2023-wimbledon-1401_S1_G2_P11,2023-wimbledon-1401,Carlos Alcaraz,Matteo Berrettini,1,2,11,00:06:44,2,15,15,0,0,0,0.2,low,2
2023-wimbledon-1401_S1_G2_P12,2023-wimbledon-1401,Carlos Alcaraz,Matteo Berrettini,1,2,12,00:07:18,1,15,30,0,0,0,0.1,low,1
2023-wimbledon-1401_S1_G2_P13,2023-wimbledon-1401,Carlos Alcaraz,Matteo Berrettini,1,2,13,00:07:44,11,30,30,0,0,0,1.1,medium,1
2023-wimbledon-1401_S1_G2_P14,2023-wimbledon-1401,Carlos Alcaraz,Matteo Berrettini,1,2,14,00:08:32,5,40,30,0,0,0,1.5,medium,1
2023-wimbledon-1401_S1_G3_P15,2023-wimbledon-1401,Carlos Alcaraz,Matteo Berrettini,1,3,15,00:09:45,3,0,0,0,0,0,0.30000000000000004,low,2
2023-wimbledon-1401_S1_G3_P16,2023-wimbledon-1401,Carlos Alcaraz,Matteo Berrettini,1,3,16,00:10:11,2,0,15,0,0,0,0.2,low,1
2023-wimbledon-1401_S1_G3_P17,2023-wimbledon-1401,Carlos Alcaraz,Matteo Berrettini,1,3,17,00:10:52,1,15,15,0,0,0,0.1,low,2
2023-wimbledon-1401_S1_G3_P18,2023-wimbledon-1401,Carlos Alcaraz,Matteo Berrettini,1,3,18,00:11:16,3,15,30,0,0,0,0.30000000000000004,low,2
2023-wimbledon-1401_S1_G3_P19,2023-wimbledon-1401,Carlos Alcaraz,Matteo Berrettini,1,3,19,00:11:45,1,15,40,0,0,0,1.1,medium,2
2023-wimbledon-1401_S1_G4_P20,2023-wimbledon-1401,Carlos Alcaraz,Matteo Berrettini,1,4,20,00:13:50,3,0,0,0,0,0,0.30000000000000004,low,1
2023-wimbledon-1401_S1_G4_P21,2023-wimbledon-1401,Carlos Alcaraz,Matteo Berrettini,1,4,21,00:14:21,1,15,0,0,0,0,0.1,low,1
2023-wimbledon-1401_S1_G4_P22,2023-wimbledon-1401,Carlos Alcaraz,Matteo Berrettini,1,4,22,00:14:45,1,30,0,0,0,0,0.1,low,1
2023-wimbledon-1401_S1_G4_P23,2023-wimbledon-1401,Carlos Alcaraz,Matteo Berrettini,1,4,23,00:15:07,3,40,0,0,0,0,1.3,medium,1
2023-wimbledon-1401_S1_G5_P24,2023-wimbledon-1401,Carlos Alcaraz,Matteo Berrettini,1,5,24,00:16:05,6,0,0,0,0,0,0.6000000000000001,medium,1
2023-wimbledon-1401_S1_G5_P25,2023-wimbledon-1401,Carlos Alcaraz,Matteo Berrettini,1,5,25,00:17:13,3,15,0,0,0,0,0.30000000000000004,low,2
2023-wimbledon-1401_S1_G5_P26,2023-wimbledon-1401,Carlos Alcaraz,Matteo Berrettini,1,5,26,00:17:42,3,15,15,0,0,0,0.30000000000000004,low,2
2023-wimbledon-1401_S1_G5_P27,2023-wimbledon-1401,Carlos Alcaraz,Matteo Berrettini,1,5,27,00:18:11,5,15,30,0,0,0,0.5,low,2
2023-wimbledon-1401_S1_G5_P28,2023-wimbledon-1401,Carlos Alcaraz,Matteo Berrettini,1,5,28,00:18:43,4,15,40,0,0,0,1.4,medium,1
2023-wimbledon-1401_S1_G5_P29,2023-wimbledon-1401,Carlos Alcaraz,Matteo Berrettini,1,5,29,00:19:16,4,30,40,0,0,0,1.4,medium,1
2023-wimbledon-1401_S1_G5_P30,2023-wimbledon-1401,Carlos Alcaraz,Matteo Berrettini,1,5,30,00:19:50,1,40,40,0,0,0,1.1,medium,2
2023-wimbledon-1401_S1_G5_P31,2023-wimbledon-1401,Carlos Alcaraz,Matteo Berrettini,1,5,31,00:20:17,1,40,AD,0,0,0,1.1,medium,2
2023-wimbledon-1401_S1_G6_P32,2023-wimbledon-1401,Carlos Alcaraz,Matteo Berrettini,1,6,32,00:22:20,3,0,0,0,0,0,0.30000000000000004,low,1
2023-wimbledon-1401_S1_G6_P33,2023-wimbledon-1401,Carlos Alcaraz,Matteo Berrettini,1,6,33,00:22:51,5,15,0,0,0,0,0.5,low,1
2023-wimbledon-1401_S1_G6_P34,2023-wimbledon-1401,Carlos Alcaraz,Matteo Berrettini,1,6,34,00:23:19,1,30,0,0,0,0,0.1,low,1
2023-wimbledon-1401_S1_G6_P35,2023-wimbledon-1401,Carlos Alcaraz,Matteo Berrettini,1,6,35,00:24:09,1,40,0,0,0,0,1.1,medium,1
2023-wimbledon-1401_S1_G7_P36,2023-wimbledon-1401,Carlos Alcaraz,Matteo Berrettini,1,7,36,00:24:49,5,0,0,0,0,0,0.5,low,2
2023-wimbledon-1401_S1_G7_P37,2023-wimbledon-1401,Carlos Alcaraz,Matteo Berrettini,1,7,37,00:25:21,4,0,15,0,0,0,0.4,low,1
2023-wimbledon-1401_S1_G7_P38,2023-wimbledon-1401,Carlos Alcaraz,Matteo Berrettini,1,7,38,00:26:39,1,15,15,0,0,0,0.1,low,2
2023-wimbledon-1401_S1_G7_P39,2023-wimbledon-1401,Carlos Alcaraz,Matteo Berrettini,1,7,39,00:27:22,2,15,30,0,0,0,0.2,low,1
2023-wimbledon-1401_S1_G7_P40,2023-wimbledon-1401,Carlos Alcaraz,Matteo Berrettini,1,7,40,00:28:05,8,30,30,0,0,0,0.8,medium,1
2023-wimbledon-1401_S1_G7_P41,2023-wimbledon-1401,Carlos Alcaraz,Matteo Berrettini,1,7,41,00:29:04,3,40,30,1,0,0,3.3,extreme,2
2023-wimbledon-1401_S1_G7_P42,2023-wimbledon-1401,Carlos Alcaraz,Matteo Berrettini,1,7,42,00:29:55,5,40,40,0,0,0,1.5,medium,2
2023-wimbledon-1401_S1_G7_P43,2023-wimbledon-1401,Carlos Alcaraz,Matteo Berrettini,1,7,43,00:30:32,5,40,AD,0,0,0,1.5,medium,2
2023-wimbledon-1401_S1_G8_P44,2023-wimbledon-1401,Carlos Alcaraz,Matteo Berrettini,1,8,44,00:32:40,2,0,0,0,0,0,0.2,low,2
2023-wimbledon-1401_S1_G8_P45,2023-wimbledon-1401,Carlos Alcaraz,Matteo Berrettini,1,8,45,00:33:15,5,0,15,0,0,0,0.5,low,1
2023-wimbledon-1401_S1_G8_P46,2023-wimbledon-1401,Carlos Alcaraz,Matteo Berrettini,1,8,46,00:34:00,2,15,15,0,0,0,0.2,low,2
2023-wimbledon-1401_S1_G8_P47,2023-wimbledon-1401,Carlos Alcaraz,Matteo Berrettini,1,8,47,00:34:32,8,15,30,0,0,0,0.8,medium,2
2023-wimbledon-1401_S1_G8_P48,2023-wimbledon-1401,Carlos Alcaraz,Matteo Berrettini,1,8,48,00:35:17,3,15,40,0,1,0,3.3,extreme,1
2023-wimbledon-1401_S1_G8_P49,2023-wimbledon-1401,Carlos Alcaraz,Matteo Berrettini,1,8,49,00:36:05,6,30,40,0,1,0,3.6,extreme,2
2023-wimbledon-1401_S1_G9_P50,2023-wimbledon-1401,Carlos Alcaraz,Matteo Berrettini,1,9,50,00:37:10,11,0,0,0,0,0,1.1,medium,2
2023-wimbledon-1401_S1_G9_P51,2023-wimbledon-1401,Carlos Alcaraz,Matteo Berrettini,1,9,51,00:38:28,1,0,15,0,0,0,0.1,low,2
2023-wimbledon-1401_S1_G9_P52,2023-wimbledon-1401,Carlos Alcaraz,Matteo Berrettini,1,9,52,00:39:10,8,0,30,0,0,0,0.8,medium,1
2023-wimbledon-1401_S1_G9_P53,2023-wimbledon-1401,Carlos Alcaraz,Matteo Berrettini,1,9,53,00:40:07,4,15,30,0,0,0,0.4,low,1
2023-wimbledon-1401_S1_G9_P54,2023-wimbledon-1401,Carlos Alcaraz,Matteo Berrettini,1,9,54,00:40:47,1,30,30,0,0,0,0.1,low,2
2023-wimbledon-1401_S1_G9_P55,2023-wimbledon-1401,Carlos Alcaraz,Matteo Berrettini,1,9,55,00:41:15,4,30,40,0,0,0,1.4,medium,1
2023-wimbledon-1401_S1_G9_P56,2023-wimbledon-1401,Carlos Alcaraz,Matteo Berrettini,1,9,56,00:41:52,1,40,40,0,0,0,1.1,medium,2
2023-wimbledon-1401_S1_G9_P57,2023-wimbledon-1401,Carlos Alcaraz,Matteo Berrettini,1,9,57,00:42:20,3,40,AD,0,0,0,1.3,medium,2
2023-wimbledon-1401_S2_G1_P58,2023-wimbledon-1401,Carlos Alcaraz,Matteo Berrettini,2,1,58,00:44:46,5,0,0,0,0,0,0.5,low,1
2023-wimbledon-1401_S2_G1_P59,2023-wimbledon-1401,Carlos Alcaraz,Matteo Berrettini,2,1,59,00:45:44,8,15,0,0,0,0,0.8,medium,2
2023-wimbledon-1401_S2_G1_P60,2023-wimbledon-1401,Carlos Alcaraz,Matteo Berrettini,2,1,60,00:46:22,1,15,15,0,0,0,0.1,low,1
2023-wimbledon-1401_S2_G1_P61,2023-wimbledon-1401,Carlos Alcaraz,Matteo Berrettini,2,1,61,00:46:49,4,30,15,0,0,0,0.4,low,2
2023-wimbledon-1401_S2_G1_P62,2023-wimbledon-1401,Carlos Alcaraz,Matteo Berrettini,2,1,62,00:47:20,8,30,30,0,0,0,0.8,medium,2
2023-wimbledon-1401_S2_G1_P63,2023-wimbledon-1401,Carlos Alcaraz,Matteo Berrettini,2,1,63,00:48:02,7,30,40,0,1,0,3.7,extreme,1
2023-wimbledon-1401_S2_G1_P64,2023-wimbledon-1401,Carlos Alcaraz,Matteo Berrettini,2,1,64,00:48:41,3,40,40,0,0,0,1.3,medium,1
2023-wimbledon-1401_S2_G1_P65,2023-wimbledon-1401,Carlos Alcaraz,Matteo Berrettini,2,1,65,00:49:25,4,AD,40,0,0,0,1.4,medium,2
2023-wimbledon-1401_S2_G1_P66,2023-wimbledon-1401,Carlos Alcaraz,Matteo Berrettini,2,1,66,00:49:56,3,40,40,0,0,0,1.3,medium,1
2023-wimbledon-1401_S2_G1_P67,2023-wimbledon-1401,Carlos Alcaraz,Matteo Berrettini,2,1,67,00:50:26,2,AD,40,0,0,0,1.2,medium,2
2023-wimbledon-1401_S2_G1_P68,2023-wimbledon-1401,Carlos Alcaraz,Matteo Berrettini,2,1,68,00:50:57,1,40,40,0,0,0,1.1,medium,1
2023-wimbledon-1401_S2_G1_P69,2023-wimbledon-1401,Carlos Alcaraz,Matteo Berrettini,2,1,69,00:51:21,5,AD,40,0,0,0,1.5,medium,1
2023-wimbledon-1401_S2_G2_P70,2023-wimbledon-1401,Carlos Alcaraz,Matteo Berrettini,2,2,70,00:52:42,2,0,0,0,0,0,0.2,low,1
2023-wimbledon-1401_S2_G2_P71,2023-wimbledon-1401,Carlos Alcaraz,Matteo Berrettini,2,2,71,00:53:23,2,15,0,0,0,0,0.2,low,1
2023-wimbledon-1401_S2_G2_P72,2023-wimbledon-1401,Carlos Alcaraz,Matteo Berrettini,2,2,72,00:53:53,3,30,0,0,0,0,0.30000000000000004,low,2
2023-wimbledon-1401_S2_G2_P73,2023-wimbledon-1401,Carlos Alcaraz,Matteo Berrettini,2,2,73,00:54:23,5,30,15,0,0,0,0.5,low,2
2023-wimbledon-1401_S2_G2_P74,2023-wimbledon-1401,Carlos Alcaraz,Matteo Berrettini,2,2,74,00:54:59,12,30,30,0,0,0,1.2000000000000002,medium,1
2023-wimbledon-1401_S2_G2_P75,2023-wimbledon-1401,Carlos Alcaraz,Matteo Berrettini,2,2,75,00:56:02,1,40,30,1,0,0,3.1,extreme,2
2023-wimbledon-1401_S2_G2_P76,2023-wimbledon-1401,Carlos Alcaraz,Matteo Berrettini,2,2,76,00:56:32,1,40,40,0,0,0,1.1,medium,2
2023-wimbledon-1401_S2_G2_P77,2023-wimbledon-1401,Carlos Alcaraz,Matteo Berrettini,2,2,77,00:56:58,1,40,AD,0,0,0,1.1,medium,2
2023-wimbledon-1401_S2_G3_P78,2023-wimbledon-1401,Carlos Alcaraz,Matteo Berrettini,2,3,78,00:58:00,5,0,0,0,0,0,0.5,low,1
2023-wimbledon-1401_S2_G3_P79,2023-wimbledon-1401,Carlos Alcaraz,Matteo Berrettini,2,3,79,00:58:41,6,15,0,0,0,0,0.6000000000000001,medium,2
2023-wimbledon-1401_S2_G3_P80,2023-wimbledon-1401,Carlos Alcaraz,Matteo Berrettini,2,3,80,00:59:32,1,15,15,0,0,0,0.1,low,1
2023-wimbledon-1401_S2_G3_P81,2023-wimbledon-1401,Carlos Alcaraz,Matteo Berrettini,2,3,81,00:59:57,1,30,15,0,0,0,0.1,low,1
2023-wimbledon-1401_S2_G3_P82,2023-wimbledon-1401,Carlos Alcaraz,Matteo Berrettini,2,3,82,01:00:33,1,40,15,0,0,0,1.1,medium,1
2023-wimbledon-1401_S2_G4_P83,2023-wimbledon-1401,Carlos Alcaraz,Matteo Berrettini,2,4,83,01:02:24,4,0,0,0,0,0,0.4,low,1
2023-wimbledon-1401_S2_G4_P84,2023-wimbledon-1401,Carlos Alcaraz,Matteo Berrettini,2,4,84,01:03:15,4,15,0,0,0,0,0.4,low,1
2023-wimbledon-1401_S2_G4_P85,2023-wimbledon-1401,Carlos Alcaraz,Matteo Berrettini,2,4,85,01:03:46,2,30,0,0,0,0,0.2,low,1
2023-wimbledon-1401_S2_G4_P86,2023-wimbledon-1401,Carlos Alcaraz,Matteo Berrettini,2,4,86,01:04:18,2,40,0,1,0,0,3.2,extreme,1
2023-wimbledon-1401_S2_G5_P87,2023-wimbledon-1401,Carlos Alcaraz,Matteo Berrettini,2,5,87,01:04:59,1,0,0,0,0,0,0.1,low,1
2023-wimbledon-1401_S2_G5_P88,2023-wimbledon-1401,Carlos Alcaraz,Matteo Berrettini,2,5,88,01:05:37,5,15,0,0,0,0,0.5,low,1
2023-wimbledon-1401_S2_G5_P89,2023-wimbledon-1401,Carlos Alcaraz,Matteo Berrettini,2,5,89,01:06:08,3,30,0,0,0,0,0.30000000000000004,low,1
2023-wimbledon-1401_S2_G5_P90,2023-wimbledon-1401,Carlos Alcaraz,Matteo Berrettini,2,5,90,01:06:35,2,40,0,0,0,0,1.2,medium,2
2023-wimbledon-1401_S2_G5_P91,2023-wimbledon-1401,Carlos Alcaraz,Matteo Berrettini,2,5,91,01:07:29,1,40,15,0,0,0,1.1,medium,1
2023-wimbledon-1401_S2_G6_P92,2023-wimbledon-1401,Carlos Alcaraz,Matteo Berrettini,2,6,92,01:09:19,9,0,0,0,0,0,0.9,medium,2
2023-wimbledon-1401_S2_G6_P93,2023-wimbledon-1401,Carlos Alcaraz,Matteo Berrettini,2,6,93,01:10:14,1,0,15,0,0,0,0.1,low,2
2023-wimbledon-1401_S2_G6_P94,2023-wimbledon-1401,Carlos Alcaraz,Matteo Berrettini,2,6,94,01:10:35,3,0,30,0,0,0,0.30000000000000004,low,2
2023-wimbledon-1401_S2_G6_P95,2023-wimbledon-1401,Carlos Alcaraz,Matteo Berrettini,2,6,95,01:11:15,1,0,40,0,0,0,1.1,medium,2
2023-wimbledon-1401_S2_G7_P96,2023-wimbledon-1401,Carlos Alcaraz,Matteo Berrettini,2,7,96,01:11:50,1,0,0,0,0,0,0.1,low,1
2023-wimbledon-1401_S2_G7_P97,2023-wimbledon-1401,Carlos Alcaraz,Matteo Berrettini,2,7,97,01:12:15,5,15,0,0,0,0,0.5,low,1
2023-wimbledon-1401_S2_G7_P98,2023-wimbledon-1401,Carlos Alcaraz,Matteo Berrettini,2,7,98,01:13:02,7,30,0,0,0,0,0.7000000000000001,medium,1
2023-wimbledon-1401_S2_G7_P99,2023-wimbledon-1401,Carlos Alcaraz,Matteo Berrettini,2,7,99,01:13:40,1,40,0,0,0,0,1.1,medium,1
2023-wimbledon-1401_S2_G8_P100,2023-wimbledon-1401,Carlos Alcaraz,Matteo Berrettini,2,8,100,01:15:29,1,0,0,0,0,0,0.1,low,2
2023-wimbledon-1401_S2_G8_P101,2023-wimbledon-1401,Carlos Alcaraz,Matteo Berrettini,2,8,101,01:16:06,4,0,15,0,0,0,0.4,low,1
2023-wimbledon-1401_S2_G8_P102,2023-wimbledon-1401,Carlos Alcaraz,Matteo Berrettini,2,8,102,01:16:41,3,15,15,0,0,0,0.30000000000000004,low,2
2023-wimbledon-1401_S2_G8_P103,2023-wimbledon-1401,Carlos Alcaraz,Matteo Berrettini,2,8,103,01:17:24,1,15,30,0,0,0,0.1,low,2
2023-wimbledon-1401_S2_G8_P104,2023-wimbledon-1401,Carlos Alcaraz,Matteo Berrettini,2,8,104,01:17:45,5,15,40,0,0,0,1.5,medium,2
2023-wimbledon-1401_S2_G9_P105,2023-wimbledon-1401,Carlos Alcaraz,Matteo Berrettini,2,9,105,01:18:56,3,0,0,0,0,0,0.30000000000000004,low,1
2023-wimbledon-1401_S2_G9_P106,2023-wimbledon-1401,Carlos Alcaraz,Matteo Berrettini,2,9,106,01:19:39,3,15,0,0,0,0,0.30000000000000004,low,1
2023-wimbledon-1401_S2_G9_P107,2023-wimbledon-1401,Carlos Alcaraz,Matteo Berrettini,2,9,107,01:20:06,3,30,0,0,0,0,0.30000000000000004,low,1
2023-wimbledon-1401_S2_G9_P108,2023-wimbledon-1401,Carlos Alcaraz,Matteo Berrettini,2,9,108,01:20:50,0,40,0,0,0,0,1.0,medium,2
2023-wimbledon-1401_S2_G9_P109,2023-wimbledon-1401,Carlos Alcaraz,Matteo Berrettini,2,9,109,01:21:29,4,40,15,0,0,0,1.4,medium,2
2023-wimbledon-1401_S2_G9_P110,2023-wimbledon-1401,Carlos Alcaraz,Matteo Berrettini,2,9,110,01:22:18,3,40,30,0,0,0,1.3,medium,1
2023-wimbledon-1401_S3_G1_P111,2023-wimbledon-1401,Carlos Alcaraz,Matteo Berrettini,3,1,111,01:24:47,6,0,0,0,0,0,0.6000000000000001,medium,1
2023-wimbledon-1401_S3_G1_P112,2023-wimbledon-1401,Carlos Alcaraz,Matteo Berrettini,3,1,112,01:25:37,3,15,0,0,0,0,0.30000000000000004,low,2
2023-wimbledon-1401_S3_G1_P113,2023-wimbledon-1401,Carlos Alcaraz,Matteo Berrettini,3,1,113,01:26:05,1,15,15,0,0,0,0.1,low,2
2023-wimbledon-1401_S3_G1_P114,2023-wimbledon-1401,Carlos Alcaraz,Matteo Berrettini,3,1,114,01:26:27,5,15,30,0,0,0,0.5,low,2
2023-wimbledon-1401_S3_G1_P115,2023-wimbledon-1401,Carlos Alcaraz,Matteo Berrettini,3,1,115,01:27:01,5,15,40,0,0,0,1.5,medium,2
2023-wimbledon-1401_S3_G2_P116,2023-wimbledon-1401,Carlos Alcaraz,Matteo Berrettini,3,2,116,01:28:10,3,0,0,0,0,0,0.30000000000000004,low,1
2023-wimbledon-1401_S3_G2_P117,2023-wimbledon-1401,Carlos Alcaraz,Matteo Berrettini,3,2,117,01:28:38,1,15,0,0,0,0,0.1,low,1
2023-wimbledon-1401_S3_G2_P118,2023-wimbledon-1401,Carlos Alcaraz,Matteo Berrettini,3,2,118,01:29:15,0,30,0,0,0,0,0.0,low,2
